destination,region,date,platform,sentiment,score,aspect,language,reviewer_type
Sevilla,Andalucía,2025-05-08,TripAdvisor,Negativo,1.5,Gastronomía,en,Amigos
Mallorca,Islas Baleares,2025-05-08,Google Reviews,Neutro,2.6,Transporte,es,Familia
San Sebastián,País Vasco,2025-05-08,Booking.com,Positivo,3.6,Atractivos,es,Pareja
Mallorca,Islas Baleares,2025-05-08,Google Reviews,Neutro,3.2,Transporte,en,Familia
Valencia,Comunidad Valenciana,2025-05-09,Google Reviews,Positivo,4.7,Transporte,es,Pareja
Ronda,Andalucía,2025-05-11,Booking.com,Negativo,1.8,Masificación,en,Pareja
Granada,Andalucía,2025-05-11,Google Reviews,Negativo,2.2,Atractivos,en,Amigos
Mallorca,Islas Baleares,2025-05-11,Google Reviews,Negativo,1.2,Precio,it,Solo
Tenerife,Islas Canarias,2025-05-11,Google Reviews,Negativo,2.4,Transporte,fr,Negocios
Costa Brava,Cataluña,2025-05-12,Booking.com,Neutro,3.0,Masificación,es,Familia
Ronda,Andalucía,2025-05-12,Google Reviews,Negativo,2.4,Precio,en,Familia
Tenerife,Islas Canarias,2025-05-12,Booking.com,Positivo,4.3,Gastronomía,en,Pareja
Tenerife,Islas Canarias,2025-05-12,Airbnb,Positivo,3.9,Transporte,it,Pareja
Valencia,Comunidad Valenciana,2025-05-13,Booking.com,Neutro,3.4,Alojamiento,es,Amigos
Costa del Sol,Andalucía,2025-05-13,Google Reviews,Negativo,1.0,Gastronomía,en,Pareja
Costa Brava,Cataluña,2025-05-13,Airbnb,Positivo,3.7,Transporte,es,Familia
Madrid,Madrid,2025-05-13,TripAdvisor,Positivo,4.0,Alojamiento,it,Solo
San Sebastián,País Vasco,2025-05-14,TripAdvisor,Positivo,4.4,Alojamiento,en,Pareja
Ronda,Andalucía,2025-05-14,Airbnb,Positivo,3.9,Alojamiento,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-05-14,Airbnb,Positivo,3.9,Limpieza,it,Pareja
Picos de Europa,Asturias/Cantabria,2025-05-15,Booking.com,Positivo,3.7,Masificación,es,Solo
Costa Brava,Cataluña,2025-05-15,TripAdvisor,Negativo,2.3,Precio,de,Amigos
Costa del Sol,Andalucía,2025-05-15,Google Reviews,Positivo,3.7,Precio,fr,Pareja
Extremadura,Extremadura,2025-05-16,Google Reviews,Positivo,4.4,Limpieza,es,Familia
Valencia,Comunidad Valenciana,2025-05-16,Booking.com,Positivo,4.5,Precio,fr,Familia
Valencia,Comunidad Valenciana,2025-05-16,Airbnb,Positivo,4.6,Precio,en,Familia
Extremadura,Extremadura,2025-05-17,Google Reviews,Positivo,4.6,Atractivos,de,Pareja
Barcelona,Cataluña,2025-05-17,Airbnb,Neutro,2.5,Transporte,en,Familia
Ronda,Andalucía,2025-05-18,Google Reviews,Positivo,3.7,Atractivos,es,Solo
Granada,Andalucía,2025-05-18,Booking.com,Positivo,4.9,Precio,de,Familia
San Sebastián,País Vasco,2025-05-18,Airbnb,Positivo,4.0,Atractivos,fr,Familia
Madrid,Madrid,2025-05-18,Airbnb,Neutro,3.5,Alojamiento,es,Pareja
Sevilla,Andalucía,2025-05-19,TripAdvisor,Neutro,2.9,Masificación,en,Negocios
Costa Brava,Cataluña,2025-05-19,Airbnb,Positivo,3.7,Gastronomía,en,Familia
Extremadura,Extremadura,2025-05-19,Google Reviews,Positivo,4.6,Gastronomía,de,Pareja
Valencia,Comunidad Valenciana,2025-05-20,Google Reviews,Neutro,3.4,Alojamiento,de,Pareja
Costa del Sol,Andalucía,2025-05-20,Airbnb,Negativo,2.3,Precio,it,Pareja
Tenerife,Islas Canarias,2025-05-20,Airbnb,Positivo,3.5,Alojamiento,en,Solo
Valencia,Comunidad Valenciana,2025-05-21,Booking.com,Negativo,2.1,Masificación,it,Pareja
Ronda,Andalucía,2025-05-22,Google Reviews,Negativo,1.7,Masificación,es,Familia
Picos de Europa,Asturias/Cantabria,2025-05-23,Google Reviews,Negativo,2.2,Precio,de,Solo
Barcelona,Cataluña,2025-05-23,Google Reviews,Positivo,3.8,Atractivos,it,Familia
Sevilla,Andalucía,2025-05-23,TripAdvisor,Positivo,4.7,Precio,es,Pareja
Sevilla,Andalucía,2025-05-24,Airbnb,Positivo,4.9,Masificación,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-05-24,Airbnb,Positivo,4.2,Alojamiento,de,Solo
Ronda,Andalucía,2025-05-24,TripAdvisor,Neutro,2.7,Precio,de,Pareja
Ronda,Andalucía,2025-05-24,Booking.com,Negativo,2.0,Gastronomía,es,Solo
Picos de Europa,Asturias/Cantabria,2025-05-24,Google Reviews,Positivo,4.9,Gastronomía,en,Familia
Ronda,Andalucía,2025-05-24,Booking.com,Positivo,3.6,Precio,fr,Pareja
Granada,Andalucía,2025-05-26,TripAdvisor,Negativo,1.5,Alojamiento,it,Pareja
San Sebastián,País Vasco,2025-05-26,Google Reviews,Positivo,4.1,Precio,de,Solo
Costa Brava,Cataluña,2025-05-26,TripAdvisor,Negativo,2.1,Limpieza,es,Familia
Picos de Europa,Asturias/Cantabria,2025-05-26,Airbnb,Neutro,2.7,Atractivos,es,Pareja
Tenerife,Islas Canarias,2025-05-27,Booking.com,Negativo,1.7,Limpieza,en,Pareja
Costa Brava,Cataluña,2025-05-27,Airbnb,Positivo,4.7,Gastronomía,en,Solo
Costa del Sol,Andalucía,2025-05-27,TripAdvisor,Negativo,1.1,Alojamiento,it,Amigos
Barcelona,Cataluña,2025-05-28,Google Reviews,Negativo,2.4,Gastronomía,de,Pareja
Sevilla,Andalucía,2025-05-28,Google Reviews,Negativo,1.4,Atractivos,en,Pareja
Teruel,Aragón,2025-05-29,Airbnb,Positivo,4.1,Precio,de,Solo
Madrid,Madrid,2025-05-29,Airbnb,Positivo,4.1,Masificación,de,Pareja
Mallorca,Islas Baleares,2025-05-29,Google Reviews,Negativo,2.2,Masificación,es,Familia
Costa del Sol,Andalucía,2025-05-29,Google Reviews,Negativo,2.1,Transporte,fr,Amigos
Mallorca,Islas Baleares,2025-05-29,TripAdvisor,Positivo,4.3,Masificación,es,Pareja
Granada,Andalucía,2025-05-29,TripAdvisor,Negativo,1.3,Transporte,de,Pareja
Costa Brava,Cataluña,2025-05-29,Booking.com,Positivo,4.6,Limpieza,fr,Solo
San Sebastián,País Vasco,2025-05-29,Airbnb,Negativo,1.6,Gastronomía,es,Solo
Sevilla,Andalucía,2025-05-30,Google Reviews,Neutro,2.5,Alojamiento,es,Familia
Madrid,Madrid,2025-05-30,Google Reviews,Negativo,2.4,Gastronomía,de,Pareja
Mallorca,Islas Baleares,2025-05-30,TripAdvisor,Positivo,4.4,Masificación,en,Pareja
Sevilla,Andalucía,2025-05-30,Google Reviews,Negativo,1.3,Gastronomía,it,Familia
Teruel,Aragón,2025-05-31,Airbnb,Negativo,1.7,Alojamiento,en,Amigos
Barcelona,Cataluña,2025-06-01,Airbnb,Neutro,3.2,Limpieza,en,Familia
Picos de Europa,Asturias/Cantabria,2025-06-01,TripAdvisor,Positivo,4.6,Limpieza,it,Pareja
Costa Brava,Cataluña,2025-06-03,Booking.com,Negativo,2.2,Precio,fr,Familia
Extremadura,Extremadura,2025-06-03,Airbnb,Neutro,3.1,Precio,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-06-03,Booking.com,Positivo,4.7,Precio,es,Pareja
Sevilla,Andalucía,2025-06-03,Airbnb,Neutro,2.8,Gastronomía,fr,Solo
Barcelona,Cataluña,2025-06-04,TripAdvisor,Neutro,3.1,Precio,es,Amigos
Granada,Andalucía,2025-06-04,Airbnb,Neutro,2.8,Gastronomía,en,Familia
Granada,Andalucía,2025-06-04,Booking.com,Negativo,2.2,Limpieza,de,Negocios
Valencia,Comunidad Valenciana,2025-06-05,Booking.com,Positivo,3.9,Atractivos,it,Amigos
Extremadura,Extremadura,2025-06-05,Google Reviews,Positivo,3.7,Masificación,es,Solo
Costa Brava,Cataluña,2025-06-06,Airbnb,Negativo,2.5,Gastronomía,fr,Familia
Madrid,Madrid,2025-06-07,TripAdvisor,Negativo,1.4,Transporte,es,Familia
Extremadura,Extremadura,2025-06-07,Booking.com,Neutro,3.2,Masificación,es,Pareja
Tenerife,Islas Canarias,2025-06-07,Airbnb,Negativo,2.3,Transporte,es,Familia
Sevilla,Andalucía,2025-06-07,TripAdvisor,Positivo,4.8,Limpieza,en,Familia
Costa del Sol,Andalucía,2025-06-07,Airbnb,Positivo,4.5,Gastronomía,it,Pareja
Barcelona,Cataluña,2025-06-08,TripAdvisor,Positivo,4.6,Limpieza,es,Familia
Tenerife,Islas Canarias,2025-06-08,TripAdvisor,Neutro,2.8,Limpieza,es,Pareja
Sevilla,Andalucía,2025-06-08,Booking.com,Negativo,2.2,Transporte,fr,Amigos
Valencia,Comunidad Valenciana,2025-06-08,TripAdvisor,Neutro,3.3,Precio,en,Pareja
Ronda,Andalucía,2025-06-08,Booking.com,Neutro,2.5,Gastronomía,en,Pareja
Mallorca,Islas Baleares,2025-06-08,Booking.com,Negativo,1.1,Transporte,en,Pareja
Costa Brava,Cataluña,2025-06-08,Booking.com,Neutro,3.1,Precio,it,Familia
Extremadura,Extremadura,2025-06-09,TripAdvisor,Neutro,3.2,Gastronomía,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-06-09,Booking.com,Negativo,2.2,Atractivos,es,Pareja
Teruel,Aragón,2025-06-09,Airbnb,Positivo,3.6,Transporte,fr,Familia
Picos de Europa,Asturias/Cantabria,2025-06-09,Airbnb,Positivo,4.7,Alojamiento,fr,Pareja
San Sebastián,País Vasco,2025-06-10,Google Reviews,Positivo,4.9,Masificación,it,Solo
Extremadura,Extremadura,2025-06-10,Google Reviews,Positivo,3.5,Limpieza,en,Familia
Teruel,Aragón,2025-06-10,Airbnb,Positivo,3.6,Alojamiento,de,Solo
Sevilla,Andalucía,2025-06-11,TripAdvisor,Positivo,4.2,Limpieza,es,Amigos
Tenerife,Islas Canarias,2025-06-11,Booking.com,Negativo,2.0,Masificación,de,Amigos
Ronda,Andalucía,2025-06-11,TripAdvisor,Positivo,3.7,Atractivos,fr,Solo
Costa Brava,Cataluña,2025-06-12,Booking.com,Positivo,4.7,Atractivos,fr,Familia
Ronda,Andalucía,2025-06-12,Google Reviews,Positivo,4.4,Masificación,es,Pareja
San Sebastián,País Vasco,2025-06-13,Google Reviews,Positivo,4.5,Masificación,es,Familia
Madrid,Madrid,2025-06-13,TripAdvisor,Neutro,2.9,Precio,es,Solo
Barcelona,Cataluña,2025-06-13,Airbnb,Negativo,2.4,Atractivos,en,Amigos
Mallorca,Islas Baleares,2025-06-13,TripAdvisor,Negativo,1.4,Masificación,de,Pareja
Sevilla,Andalucía,2025-06-14,TripAdvisor,Negativo,1.9,Atractivos,es,Amigos
Mallorca,Islas Baleares,2025-06-14,Booking.com,Positivo,4.3,Transporte,es,Amigos
Mallorca,Islas Baleares,2025-06-15,Airbnb,Negativo,2.0,Atractivos,de,Pareja
Valencia,Comunidad Valenciana,2025-06-15,TripAdvisor,Positivo,4.7,Atractivos,fr,Familia
Granada,Andalucía,2025-06-15,TripAdvisor,Positivo,3.7,Masificación,fr,Pareja
Tenerife,Islas Canarias,2025-06-15,Booking.com,Positivo,3.5,Transporte,es,Pareja
Valencia,Comunidad Valenciana,2025-06-16,Booking.com,Positivo,3.9,Precio,it,Familia
Madrid,Madrid,2025-06-16,Booking.com,Neutro,3.0,Atractivos,es,Pareja
Costa del Sol,Andalucía,2025-06-16,Booking.com,Neutro,3.2,Alojamiento,en,Familia
Sevilla,Andalucía,2025-06-16,TripAdvisor,Negativo,2.1,Atractivos,es,Pareja
Madrid,Madrid,2025-06-16,TripAdvisor,Negativo,1.4,Gastronomía,fr,Pareja
Granada,Andalucía,2025-06-17,Booking.com,Neutro,3.1,Masificación,fr,Pareja
Madrid,Madrid,2025-06-18,TripAdvisor,Positivo,4.7,Masificación,it,Familia
Valencia,Comunidad Valenciana,2025-06-18,Google Reviews,Positivo,3.8,Precio,en,Familia
Tenerife,Islas Canarias,2025-06-18,Google Reviews,Negativo,1.8,Limpieza,de,Pareja
San Sebastián,País Vasco,2025-06-19,Google Reviews,Positivo,3.8,Alojamiento,es,Solo
Granada,Andalucía,2025-06-19,TripAdvisor,Negativo,2.0,Alojamiento,en,Pareja
Mallorca,Islas Baleares,2025-06-19,Google Reviews,Negativo,2.0,Masificación,en,Pareja
Costa del Sol,Andalucía,2025-06-19,Google Reviews,Negativo,1.2,Limpieza,de,Pareja
Mallorca,Islas Baleares,2025-06-20,Airbnb,Positivo,4.7,Limpieza,es,Amigos
Sevilla,Andalucía,2025-06-20,Booking.com,Neutro,3.2,Atractivos,es,Amigos
Tenerife,Islas Canarias,2025-06-20,Google Reviews,Positivo,4.0,Masificación,es,Amigos
Tenerife,Islas Canarias,2025-06-20,TripAdvisor,Negativo,1.7,Transporte,en,Familia
Ronda,Andalucía,2025-06-21,Google Reviews,Negativo,2.4,Precio,de,Amigos
Extremadura,Extremadura,2025-06-21,Airbnb,Positivo,4.3,Gastronomía,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-06-22,Google Reviews,Neutro,3.2,Alojamiento,en,Pareja
Mallorca,Islas Baleares,2025-06-22,Booking.com,Negativo,1.5,Masificación,es,Amigos
Barcelona,Cataluña,2025-06-22,TripAdvisor,Neutro,3.2,Limpieza,de,Pareja
Tenerife,Islas Canarias,2025-06-22,Booking.com,Negativo,1.4,Gastronomía,en,Familia
Teruel,Aragón,2025-06-22,TripAdvisor,Positivo,3.9,Gastronomía,en,Solo
Tenerife,Islas Canarias,2025-06-22,Airbnb,Negativo,1.6,Transporte,en,Familia
Sevilla,Andalucía,2025-06-23,TripAdvisor,Positivo,4.1,Alojamiento,en,Pareja
Picos de Europa,Asturias/Cantabria,2025-06-24,Booking.com,Neutro,3.5,Atractivos,en,Pareja
Teruel,Aragón,2025-06-24,Booking.com,Negativo,1.8,Precio,es,Familia
Ronda,Andalucía,2025-06-24,Booking.com,Positivo,4.7,Transporte,es,Pareja
Costa del Sol,Andalucía,2025-06-24,Booking.com,Positivo,4.8,Precio,en,Pareja
Costa del Sol,Andalucía,2025-06-25,Airbnb,Negativo,1.3,Masificación,es,Familia
Teruel,Aragón,2025-06-25,Airbnb,Negativo,1.3,Gastronomía,es,Solo
Extremadura,Extremadura,2025-06-26,TripAdvisor,Positivo,4.4,Limpieza,es,Pareja
Extremadura,Extremadura,2025-06-26,TripAdvisor,Negativo,2.0,Atractivos,es,Pareja
Ronda,Andalucía,2025-06-27,TripAdvisor,Positivo,4.9,Atractivos,es,Solo
Picos de Europa,Asturias/Cantabria,2025-06-28,TripAdvisor,Positivo,4.0,Alojamiento,es,Solo
San Sebastián,País Vasco,2025-06-29,Airbnb,Negativo,1.4,Transporte,de,Solo
Madrid,Madrid,2025-06-29,Google Reviews,Positivo,4.0,Limpieza,es,Negocios
Granada,Andalucía,2025-06-30,Google Reviews,Negativo,1.3,Gastronomía,en,Familia
Costa Brava,Cataluña,2025-06-30,Airbnb,Negativo,1.3,Gastronomía,fr,Pareja
Teruel,Aragón,2025-07-01,Airbnb,Positivo,4.6,Alojamiento,de,Familia
Sevilla,Andalucía,2025-07-01,Airbnb,Positivo,4.1,Alojamiento,es,Familia
Ronda,Andalucía,2025-07-01,Booking.com,Positivo,4.8,Atractivos,es,Pareja
Costa Brava,Cataluña,2025-07-01,Booking.com,Negativo,2.3,Gastronomía,es,Solo
Ronda,Andalucía,2025-07-02,Airbnb,Positivo,3.7,Alojamiento,en,Pareja
Costa Brava,Cataluña,2025-07-02,Booking.com,Positivo,4.3,Transporte,it,Pareja
Ronda,Andalucía,2025-07-02,TripAdvisor,Negativo,2.0,Limpieza,it,Familia
Teruel,Aragón,2025-07-02,Google Reviews,Positivo,3.8,Limpieza,de,Pareja
Picos de Europa,Asturias/Cantabria,2025-07-03,Airbnb,Positivo,4.8,Transporte,de,Pareja
Ronda,Andalucía,2025-07-03,Google Reviews,Positivo,4.5,Precio,fr,Pareja
Granada,Andalucía,2025-07-04,TripAdvisor,Positivo,4.7,Transporte,de,Familia
San Sebastián,País Vasco,2025-07-04,Airbnb,Negativo,2.2,Gastronomía,de,Pareja
Granada,Andalucía,2025-07-04,Booking.com,Negativo,1.8,Atractivos,es,Solo
Valencia,Comunidad Valenciana,2025-07-04,Booking.com,Positivo,4.2,Precio,en,Pareja
Costa Brava,Cataluña,2025-07-04,Airbnb,Negativo,1.8,Atractivos,es,Pareja
Costa Brava,Cataluña,2025-07-05,Google Reviews,Negativo,2.0,Atractivos,de,Familia
Picos de Europa,Asturias/Cantabria,2025-07-05,Google Reviews,Positivo,4.8,Alojamiento,fr,Familia
Valencia,Comunidad Valenciana,2025-07-05,Airbnb,Positivo,4.6,Limpieza,it,Familia
Ronda,Andalucía,2025-07-05,Airbnb,Positivo,4.6,Limpieza,en,Amigos
Costa del Sol,Andalucía,2025-07-06,Airbnb,Positivo,4.0,Atractivos,en,Amigos
Teruel,Aragón,2025-07-06,Airbnb,Positivo,4.7,Precio,es,Pareja
Madrid,Madrid,2025-07-06,Airbnb,Negativo,1.8,Transporte,it,Pareja
Valencia,Comunidad Valenciana,2025-07-06,TripAdvisor,Positivo,4.2,Alojamiento,fr,Pareja
Picos de Europa,Asturias/Cantabria,2025-07-07,Google Reviews,Positivo,4.1,Limpieza,en,Pareja
Teruel,Aragón,2025-07-08,Google Reviews,Positivo,4.4,Transporte,de,Solo
Costa del Sol,Andalucía,2025-07-08,TripAdvisor,Negativo,1.8,Transporte,en,Familia
Picos de Europa,Asturias/Cantabria,2025-07-08,Airbnb,Neutro,3.3,Masificación,de,Familia
Mallorca,Islas Baleares,2025-07-08,TripAdvisor,Negativo,2.4,Transporte,es,Pareja
Costa del Sol,Andalucía,2025-07-09,Google Reviews,Negativo,1.5,Limpieza,es,Familia
Extremadura,Extremadura,2025-07-09,Airbnb,Neutro,3.0,Masificación,es,Pareja
Madrid,Madrid,2025-07-10,Google Reviews,Positivo,4.5,Gastronomía,fr,Solo
Sevilla,Andalucía,2025-07-11,Airbnb,Positivo,4.9,Limpieza,es,Familia
San Sebastián,País Vasco,2025-07-12,Google Reviews,Neutro,3.3,Transporte,fr,Pareja
Granada,Andalucía,2025-07-12,Booking.com,Negativo,1.2,Gastronomía,fr,Familia
Mallorca,Islas Baleares,2025-07-12,Airbnb,Neutro,2.8,Precio,fr,Pareja
San Sebastián,País Vasco,2025-07-13,Google Reviews,Positivo,4.3,Limpieza,es,Pareja
Ronda,Andalucía,2025-07-13,Google Reviews,Positivo,3.9,Alojamiento,it,Amigos
Ronda,Andalucía,2025-07-14,Google Reviews,Negativo,2.2,Masificación,it,Pareja
Sevilla,Andalucía,2025-07-15,Booking.com,Negativo,2.4,Transporte,fr,Negocios
Tenerife,Islas Canarias,2025-07-15,TripAdvisor,Negativo,1.5,Transporte,es,Solo
Granada,Andalucía,2025-07-16,Booking.com,Neutro,3.2,Alojamiento,es,Amigos
San Sebastián,País Vasco,2025-07-17,Airbnb,Positivo,4.9,Gastronomía,en,Familia
Costa del Sol,Andalucía,2025-07-17,TripAdvisor,Negativo,1.6,Masificación,it,Familia
Picos de Europa,Asturias/Cantabria,2025-07-17,Airbnb,Negativo,2.4,Precio,en,Familia
Costa Brava,Cataluña,2025-07-17,Booking.com,Positivo,4.4,Precio,fr,Solo
Ronda,Andalucía,2025-07-17,Google Reviews,Positivo,4.4,Alojamiento,en,Familia
Madrid,Madrid,2025-07-18,Booking.com,Positivo,3.8,Limpieza,de,Familia
Mallorca,Islas Baleares,2025-07-19,Booking.com,Neutro,3.4,Masificación,fr,Pareja
San Sebastián,País Vasco,2025-07-19,Airbnb,Negativo,1.9,Limpieza,en,Solo
Extremadura,Extremadura,2025-07-19,Google Reviews,Neutro,3.4,Transporte,en,Amigos
Teruel,Aragón,2025-07-19,Airbnb,Positivo,4.7,Masificación,en,Familia
Madrid,Madrid,2025-07-19,Google Reviews,Negativo,1.6,Masificación,en,Pareja
Tenerife,Islas Canarias,2025-07-20,Airbnb,Neutro,3.3,Masificación,fr,Pareja
Extremadura,Extremadura,2025-07-20,Google Reviews,Positivo,5.0,Gastronomía,en,Familia
Barcelona,Cataluña,2025-07-20,TripAdvisor,Negativo,2.3,Limpieza,it,Amigos
Granada,Andalucía,2025-07-22,TripAdvisor,Positivo,4.7,Atractivos,en,Solo
Barcelona,Cataluña,2025-07-22,Booking.com,Positivo,3.5,Limpieza,es,Amigos
Madrid,Madrid,2025-07-23,Google Reviews,Negativo,2.4,Masificación,es,Familia
Costa del Sol,Andalucía,2025-07-24,Google Reviews,Positivo,3.8,Atractivos,en,Pareja
Sevilla,Andalucía,2025-07-24,Airbnb,Positivo,4.5,Atractivos,en,Pareja
Extremadura,Extremadura,2025-07-25,Airbnb,Positivo,4.9,Masificación,es,Solo
Extremadura,Extremadura,2025-07-26,Google Reviews,Positivo,4.7,Precio,es,Amigos
Madrid,Madrid,2025-07-27,Google Reviews,Negativo,1.7,Masificación,it,Pareja
Costa Brava,Cataluña,2025-07-27,Booking.com,Neutro,3.2,Precio,es,Amigos
San Sebastián,País Vasco,2025-07-27,Google Reviews,Positivo,3.7,Transporte,de,Familia
Ronda,Andalucía,2025-07-28,Google Reviews,Positivo,4.3,Masificación,fr,Amigos
Costa Brava,Cataluña,2025-07-28,Booking.com,Neutro,3.2,Atractivos,en,Amigos
Granada,Andalucía,2025-07-29,Airbnb,Negativo,1.7,Transporte,es,Pareja
Valencia,Comunidad Valenciana,2025-07-30,Airbnb,Positivo,4.8,Limpieza,es,Amigos
Barcelona,Cataluña,2025-07-30,Booking.com,Neutro,3.5,Transporte,en,Pareja
Tenerife,Islas Canarias,2025-07-30,TripAdvisor,Neutro,3.0,Gastronomía,it,Pareja
Madrid,Madrid,2025-07-31,TripAdvisor,Neutro,2.7,Precio,en,Pareja
Sevilla,Andalucía,2025-08-01,Google Reviews,Negativo,1.5,Atractivos,de,Familia
Mallorca,Islas Baleares,2025-08-02,Airbnb,Positivo,3.9,Alojamiento,fr,Amigos
Extremadura,Extremadura,2025-08-02,Booking.com,Neutro,3.4,Gastronomía,en,Solo
San Sebastián,País Vasco,2025-08-03,TripAdvisor,Positivo,3.7,Precio,it,Pareja
Costa del Sol,Andalucía,2025-08-04,Google Reviews,Positivo,4.7,Precio,it,Familia
Madrid,Madrid,2025-08-04,Google Reviews,Neutro,2.9,Atractivos,es,Amigos
Madrid,Madrid,2025-08-05,TripAdvisor,Positivo,4.4,Gastronomía,es,Familia
Teruel,Aragón,2025-08-06,TripAdvisor,Positivo,3.8,Atractivos,it,Familia
Extremadura,Extremadura,2025-08-06,Booking.com,Positivo,4.3,Gastronomía,en,Amigos
Extremadura,Extremadura,2025-08-06,TripAdvisor,Positivo,4.9,Transporte,es,Amigos
Madrid,Madrid,2025-08-06,Booking.com,Positivo,4.0,Alojamiento,es,Pareja
San Sebastián,País Vasco,2025-08-06,Booking.com,Positivo,4.4,Gastronomía,es,Familia
Picos de Europa,Asturias/Cantabria,2025-08-07,Booking.com,Neutro,2.7,Atractivos,es,Amigos
Valencia,Comunidad Valenciana,2025-08-07,Airbnb,Negativo,2.2,Limpieza,es,Pareja
San Sebastián,País Vasco,2025-08-08,Google Reviews,Neutro,3.4,Alojamiento,es,Pareja
Teruel,Aragón,2025-08-08,TripAdvisor,Neutro,2.8,Gastronomía,de,Familia
Mallorca,Islas Baleares,2025-08-08,TripAdvisor,Negativo,2.0,Alojamiento,es,Familia
Madrid,Madrid,2025-08-08,Google Reviews,Neutro,3.2,Precio,de,Familia
Ronda,Andalucía,2025-08-10,Booking.com,Positivo,4.4,Masificación,de,Pareja
San Sebastián,País Vasco,2025-08-10,Booking.com,Negativo,1.6,Atractivos,de,Familia
Barcelona,Cataluña,2025-08-10,Booking.com,Negativo,1.9,Gastronomía,en,Solo
Teruel,Aragón,2025-08-10,Booking.com,Positivo,4.2,Alojamiento,es,Pareja
Costa Brava,Cataluña,2025-08-10,Google Reviews,Negativo,1.8,Precio,it,Amigos
Barcelona,Cataluña,2025-08-11,TripAdvisor,Negativo,1.2,Alojamiento,en,Familia
Barcelona,Cataluña,2025-08-11,Airbnb,Negativo,2.0,Gastronomía,es,Pareja
Extremadura,Extremadura,2025-08-11,TripAdvisor,Positivo,3.6,Alojamiento,en,Pareja
Sevilla,Andalucía,2025-08-12,TripAdvisor,Positivo,4.8,Limpieza,es,Familia
San Sebastián,País Vasco,2025-08-12,Airbnb,Negativo,1.7,Atractivos,fr,Pareja
Madrid,Madrid,2025-08-12,Booking.com,Positivo,4.4,Atractivos,es,Amigos
Teruel,Aragón,2025-08-12,Booking.com,Positivo,4.8,Atractivos,de,Pareja
Tenerife,Islas Canarias,2025-08-12,Booking.com,Positivo,5.0,Limpieza,es,Familia
Valencia,Comunidad Valenciana,2025-08-12,Booking.com,Neutro,3.2,Gastronomía,es,Negocios
Valencia,Comunidad Valenciana,2025-08-12,TripAdvisor,Positivo,4.2,Gastronomía,de,Amigos
Granada,Andalucía,2025-08-12,Airbnb,Negativo,1.7,Gastronomía,en,Pareja
Madrid,Madrid,2025-08-12,Google Reviews,Negativo,1.2,Masificación,en,Familia
Extremadura,Extremadura,2025-08-12,TripAdvisor,Negativo,1.6,Gastronomía,en,Pareja
San Sebastián,País Vasco,2025-08-13,Google Reviews,Neutro,3.1,Atractivos,en,Pareja
Sevilla,Andalucía,2025-08-13,TripAdvisor,Positivo,3.7,Alojamiento,es,Pareja
Picos de Europa,Asturias/Cantabria,2025-08-13,Google Reviews,Positivo,3.5,Precio,es,Familia
Valencia,Comunidad Valenciana,2025-08-13,Google Reviews,Negativo,1.3,Atractivos,it,Pareja
Madrid,Madrid,2025-08-13,TripAdvisor,Positivo,4.4,Precio,en,Pareja
Granada,Andalucía,2025-08-14,TripAdvisor,Negativo,2.2,Precio,es,Familia
Teruel,Aragón,2025-08-15,Booking.com,Positivo,4.7,Precio,de,Solo
Barcelona,Cataluña,2025-08-15,Google Reviews,Positivo,4.2,Atractivos,en,Pareja
Costa del Sol,Andalucía,2025-08-15,TripAdvisor,Negativo,1.6,Gastronomía,en,Pareja
Teruel,Aragón,2025-08-15,Google Reviews,Positivo,4.3,Limpieza,en,Familia
Costa del Sol,Andalucía,2025-08-16,Booking.com,Negativo,2.0,Precio,it,Solo
Madrid,Madrid,2025-08-16,Booking.com,Neutro,2.6,Masificación,en,Pareja
Sevilla,Andalucía,2025-08-16,TripAdvisor,Negativo,2.3,Transporte,en,Pareja
Sevilla,Andalucía,2025-08-17,Airbnb,Negativo,2.0,Alojamiento,es,Familia
Barcelona,Cataluña,2025-08-17,Booking.com,Negativo,1.9,Transporte,en,Pareja
Barcelona,Cataluña,2025-08-17,Google Reviews,Negativo,1.9,Masificación,de,Pareja
Granada,Andalucía,2025-08-18,Google Reviews,Positivo,4.0,Transporte,en,Solo
Ronda,Andalucía,2025-08-18,Google Reviews,Positivo,4.8,Alojamiento,es,Negocios
Granada,Andalucía,2025-08-19,Airbnb,Positivo,4.8,Limpieza,en,Familia
Granada,Andalucía,2025-08-19,Booking.com,Positivo,3.9,Atractivos,en,Familia
Sevilla,Andalucía,2025-08-19,Airbnb,Positivo,3.9,Limpieza,en,Pareja
Sevilla,Andalucía,2025-08-20,Booking.com,Positivo,4.8,Alojamiento,en,Pareja
Sevilla,Andalucía,2025-08-21,Booking.com,Negativo,1.7,Transporte,en,Familia
Valencia,Comunidad Valenciana,2025-08-21,Airbnb,Positivo,4.6,Masificación,it,Pareja
Costa del Sol,Andalucía,2025-08-21,TripAdvisor,Neutro,3.0,Atractivos,en,Pareja
Valencia,Comunidad Valenciana,2025-08-21,Airbnb,Negativo,2.2,Atractivos,es,Familia
