destination,region,date,platform,sentiment,score,aspect,language,reviewer_type,year,month,period
Sevilla,Andalucía,2025-12-18,TripAdvisor,Negativo,1.0,Gastronomía,es,Amigos,2025,12,2025-12
Mallorca,Islas Baleares,2025-12-19,Airbnb,Positivo,4.1,Limpieza,en,Pareja,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-19,Google Reviews,Negativo,1.6,Masificación,es,Familia,2025,12,2025-12
Granada,Andalucía,2025-12-19,Booking.com,Positivo,4.9,Transporte,it,Familia,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-20,Airbnb,Positivo,4.3,Masificación,de,Pareja,2025,12,2025-12
Barcelona,Cataluña,2025-12-20,Google Reviews,Positivo,4.7,Limpieza,es,Pareja,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-21,Airbnb,Neutro,2.7,Atractivos,es,Pareja,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-21,TripAdvisor,Negativo,1.6,Transporte,es,Pareja,2025,12,2025-12
Barcelona,Cataluña,2025-12-21,Google Reviews,Negativo,1.9,Masificación,es,Amigos,2025,12,2025-12
Sevilla,Andalucía,2025-12-21,TripAdvisor,Neutro,2.8,Limpieza,en,Amigos,2025,12,2025-12
Madrid,Madrid,2025-12-22,Booking.com,Negativo,1.0,Precio,en,Amigos,2025,12,2025-12
Ronda,Andalucía,2025-12-23,Google Reviews,Neutro,3.3,Gastronomía,es,Familia,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-24,Google Reviews,Negativo,1.6,Gastronomía,it,Familia,2025,12,2025-12
Sevilla,Andalucía,2025-12-25,Google Reviews,Positivo,4.6,Masificación,es,Amigos,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-25,Google Reviews,Neutro,2.6,Transporte,es,Amigos,2025,12,2025-12
Extremadura,Extremadura,2025-12-25,TripAdvisor,Positivo,4.4,Alojamiento,it,Pareja,2025,12,2025-12
Granada,Andalucía,2025-12-26,Airbnb,Negativo,2.3,Gastronomía,es,Pareja,2025,12,2025-12
Extremadura,Extremadura,2025-12-27,TripAdvisor,Negativo,1.9,Alojamiento,de,Amigos,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-28,Booking.com,Neutro,2.9,Precio,fr,Pareja,2025,12,2025-12
Costa Brava,Cataluña,2025-12-28,Booking.com,Negativo,2.3,Transporte,en,Pareja,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-28,Google Reviews,Neutro,3.2,Transporte,es,Amigos,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-29,Booking.com,Positivo,4.2,Masificación,en,Familia,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-29,TripAdvisor,Negativo,2.1,Masificación,en,Pareja,2025,12,2025-12
Teruel,Aragón,2025-12-29,Booking.com,Positivo,4.2,Atractivos,it,Amigos,2025,12,2025-12
Mallorca,Islas Baleares,2025-12-29,TripAdvisor,Negativo,1.6,Precio,es,Familia,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-30,Airbnb,Neutro,2.8,Transporte,es,Negocios,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-30,TripAdvisor,Negativo,1.2,Atractivos,en,Familia,2025,12,2025-12
Granada,Andalucía,2025-12-30,TripAdvisor,Positivo,5.0,Alojamiento,es,Familia,2025,12,2025-12
Tenerife,Islas Canarias,2025-12-30,Booking.com,Neutro,2.6,Precio,de,Solo,2025,12,2025-12
San Sebastián,País Vasco,2025-12-30,Airbnb,Neutro,3.1,Limpieza,en,Pareja,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-31,Airbnb,Positivo,4.7,Masificación,it,Amigos,2025,12,2025-12
Costa del Sol,Andalucía,2025-12-31,Booking.com,Positivo,4.0,Limpieza,fr,Amigos,2025,12,2025-12
Extremadura,Extremadura,2025-12-31,Airbnb,Positivo,4.0,Atractivos,es,Amigos,2025,12,2025-12
Valencia,Comunidad Valenciana,2025-12-31,Airbnb,Positivo,3.8,Limpieza,es,Familia,2025,12,2025-12
Valencia,Comunidad Valenciana,2026-01-01,Booking.com,Neutro,3.0,Transporte,es,Pareja,2026,1,2026-01
Barcelona,Cataluña,2026-01-01,Google Reviews,Negativo,1.4,Limpieza,es,Familia,2026,1,2026-01
Barcelona,Cataluña,2026-01-02,Airbnb,Negativo,2.5,Alojamiento,en,Amigos,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-02,TripAdvisor,Negativo,1.0,Atractivos,en,Solo,2026,1,2026-01
Barcelona,Cataluña,2026-01-03,TripAdvisor,Negativo,2.4,Alojamiento,en,Familia,2026,1,2026-01
Costa Brava,Cataluña,2026-01-03,Booking.com,Negativo,1.9,Atractivos,es,Familia,2026,1,2026-01
Teruel,Aragón,2026-01-03,Booking.com,Positivo,4.4,Alojamiento,de,Familia,2026,1,2026-01
Sevilla,Andalucía,2026-01-04,Booking.com,Neutro,2.9,Masificación,it,Familia,2026,1,2026-01
Teruel,Aragón,2026-01-05,Airbnb,Positivo,4.0,Precio,es,Familia,2026,1,2026-01
Madrid,Madrid,2026-01-05,Booking.com,Positivo,4.0,Atractivos,es,Familia,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-06,Google Reviews,Neutro,3.5,Atractivos,es,Pareja,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-06,Google Reviews,Negativo,2.5,Atractivos,en,Familia,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-07,Booking.com,Neutro,3.2,Precio,fr,Pareja,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-07,Airbnb,Positivo,4.6,Atractivos,en,Familia,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-07,Airbnb,Neutro,3.0,Gastronomía,fr,Pareja,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-07,Booking.com,Neutro,2.9,Limpieza,en,Familia,2026,1,2026-01
Granada,Andalucía,2026-01-08,Booking.com,Negativo,2.0,Limpieza,fr,Negocios,2026,1,2026-01
Ronda,Andalucía,2026-01-08,Airbnb,Positivo,4.0,Precio,en,Pareja,2026,1,2026-01
Teruel,Aragón,2026-01-09,Google Reviews,Positivo,4.3,Atractivos,en,Amigos,2026,1,2026-01
Granada,Andalucía,2026-01-09,Booking.com,Positivo,4.3,Precio,es,Familia,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-10,Airbnb,Negativo,2.2,Masificación,fr,Familia,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-11,Airbnb,Negativo,2.1,Limpieza,fr,Familia,2026,1,2026-01
Sevilla,Andalucía,2026-01-11,Booking.com,Positivo,3.5,Gastronomía,it,Pareja,2026,1,2026-01
Barcelona,Cataluña,2026-01-11,Airbnb,Negativo,2.5,Atractivos,es,Negocios,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-12,Google Reviews,Negativo,1.9,Transporte,de,Solo,2026,1,2026-01
Ronda,Andalucía,2026-01-12,TripAdvisor,Positivo,4.6,Atractivos,es,Familia,2026,1,2026-01
San Sebastián,País Vasco,2026-01-13,TripAdvisor,Negativo,1.8,Precio,es,Familia,2026,1,2026-01
Costa Brava,Cataluña,2026-01-13,Google Reviews,Positivo,4.8,Limpieza,en,Pareja,2026,1,2026-01
Sevilla,Andalucía,2026-01-13,Google Reviews,Positivo,4.1,Limpieza,es,Familia,2026,1,2026-01
Tenerife,Islas Canarias,2026-01-14,TripAdvisor,Positivo,3.8,Limpieza,es,Familia,2026,1,2026-01
Granada,Andalucía,2026-01-15,Booking.com,Positivo,5.0,Gastronomía,it,Amigos,2026,1,2026-01
Teruel,Aragón,2026-01-16,TripAdvisor,Positivo,3.5,Atractivos,en,Pareja,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-16,Airbnb,Positivo,4.1,Gastronomía,es,Pareja,2026,1,2026-01
Teruel,Aragón,2026-01-16,Google Reviews,Negativo,2.2,Gastronomía,es,Familia,2026,1,2026-01
Costa Brava,Cataluña,2026-01-17,Booking.com,Negativo,1.5,Atractivos,es,Familia,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-17,Google Reviews,Positivo,4.8,Limpieza,en,Familia,2026,1,2026-01
San Sebastián,País Vasco,2026-01-17,TripAdvisor,Positivo,3.9,Atractivos,fr,Amigos,2026,1,2026-01
Costa Brava,Cataluña,2026-01-17,Airbnb,Negativo,2.5,Alojamiento,fr,Familia,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-18,TripAdvisor,Negativo,1.6,Alojamiento,fr,Amigos,2026,1,2026-01
Sevilla,Andalucía,2026-01-18,Airbnb,Neutro,3.1,Gastronomía,en,Pareja,2026,1,2026-01
Madrid,Madrid,2026-01-18,TripAdvisor,Negativo,1.8,Precio,fr,Amigos,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-19,TripAdvisor,Negativo,2.1,Alojamiento,de,Amigos,2026,1,2026-01
Tenerife,Islas Canarias,2026-01-19,TripAdvisor,Negativo,2.3,Precio,de,Pareja,2026,1,2026-01
Costa Brava,Cataluña,2026-01-19,TripAdvisor,Positivo,4.0,Gastronomía,en,Amigos,2026,1,2026-01
Granada,Andalucía,2026-01-19,Airbnb,Negativo,1.6,Transporte,es,Pareja,2026,1,2026-01
Granada,Andalucía,2026-01-20,Airbnb,Negativo,1.3,Alojamiento,de,Solo,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-20,TripAdvisor,Positivo,4.3,Transporte,es,Amigos,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-20,Google Reviews,Positivo,4.8,Atractivos,es,Pareja,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-20,Google Reviews,Positivo,4.3,Precio,de,Pareja,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-21,Booking.com,Negativo,1.6,Transporte,es,Amigos,2026,1,2026-01
Barcelona,Cataluña,2026-01-21,Google Reviews,Negativo,1.4,Masificación,fr,Amigos,2026,1,2026-01
Granada,Andalucía,2026-01-21,Booking.com,Negativo,1.8,Precio,en,Amigos,2026,1,2026-01
Extremadura,Extremadura,2026-01-21,Booking.com,Positivo,3.7,Alojamiento,en,Familia,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-21,Booking.com,Positivo,3.5,Atractivos,de,Pareja,2026,1,2026-01
Granada,Andalucía,2026-01-21,Booking.com,Positivo,4.7,Precio,fr,Pareja,2026,1,2026-01
Madrid,Madrid,2026-01-22,Airbnb,Negativo,1.7,Gastronomía,es,Solo,2026,1,2026-01
Madrid,Madrid,2026-01-22,Google Reviews,Positivo,4.5,Precio,es,Amigos,2026,1,2026-01
Madrid,Madrid,2026-01-22,Google Reviews,Negativo,2.2,Atractivos,es,Pareja,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-22,TripAdvisor,Negativo,2.0,Gastronomía,en,Pareja,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-23,Booking.com,Negativo,1.9,Precio,es,Familia,2026,1,2026-01
Costa del Sol,Andalucía,2026-01-23,Google Reviews,Neutro,2.9,Masificación,it,Amigos,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-24,Google Reviews,Positivo,3.6,Transporte,de,Familia,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-24,Google Reviews,Positivo,4.1,Limpieza,en,Familia,2026,1,2026-01
Madrid,Madrid,2026-01-24,Airbnb,Negativo,1.9,Atractivos,es,Pareja,2026,1,2026-01
Madrid,Madrid,2026-01-24,TripAdvisor,Negativo,2.3,Limpieza,de,Amigos,2026,1,2026-01
Costa Brava,Cataluña,2026-01-24,Booking.com,Negativo,1.2,Alojamiento,de,Amigos,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-25,TripAdvisor,Negativo,2.2,Precio,en,Solo,2026,1,2026-01
Ronda,Andalucía,2026-01-25,TripAdvisor,Negativo,1.4,Precio,en,Pareja,2026,1,2026-01
Sevilla,Andalucía,2026-01-26,Booking.com,Negativo,2.0,Transporte,es,Pareja,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-26,Booking.com,Positivo,4.3,Limpieza,it,Solo,2026,1,2026-01
Picos de Europa,Asturias/Cantabria,2026-01-26,Booking.com,Neutro,2.5,Transporte,de,Familia,2026,1,2026-01
Tenerife,Islas Canarias,2026-01-26,Booking.com,Neutro,2.8,Alojamiento,it,Familia,2026,1,2026-01
Madrid,Madrid,2026-01-27,Booking.com,Positivo,4.6,Transporte,fr,Solo,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-27,Airbnb,Positivo,4.2,Atractivos,en,Amigos,2026,1,2026-01
Teruel,Aragón,2026-01-27,Google Reviews,Positivo,4.1,Gastronomía,fr,Pareja,2026,1,2026-01
Granada,Andalucía,2026-01-28,TripAdvisor,Positivo,3.6,Precio,es,Pareja,2026,1,2026-01
Madrid,Madrid,2026-01-28,Airbnb,Negativo,1.9,Precio,it,Pareja,2026,1,2026-01
Granada,Andalucía,2026-01-28,Google Reviews,Negativo,2.1,Precio,es,Pareja,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-29,Airbnb,Neutro,3.1,Transporte,fr,Pareja,2026,1,2026-01
Teruel,Aragón,2026-01-30,TripAdvisor,Positivo,3.7,Gastronomía,en,Amigos,2026,1,2026-01
Valencia,Comunidad Valenciana,2026-01-30,TripAdvisor,Positivo,4.2,Limpieza,fr,Pareja,2026,1,2026-01
Mallorca,Islas Baleares,2026-01-31,Booking.com,Positivo,4.6,Alojamiento,en,Pareja,2026,1,2026-01
Extremadura,Extremadura,2026-01-31,Airbnb,Positivo,4.4,Masificación,de,Pareja,2026,1,2026-01
San Sebastián,País Vasco,2026-01-31,Booking.com,Positivo,4.6,Precio,en,Familia,2026,1,2026-01
Barcelona,Cataluña,2026-01-31,Booking.com,Neutro,3.1,Alojamiento,fr,Pareja,2026,1,2026-01
Barcelona,Cataluña,2026-01-31,Google Reviews,Negativo,1.8,Transporte,es,Pareja,2026,1,2026-01
Ronda,Andalucía,2026-02-01,Airbnb,Positivo,4.1,Alojamiento,de,Pareja,2026,2,2026-02
Ronda,Andalucía,2026-02-01,TripAdvisor,Positivo,4.2,Transporte,it,Familia,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-02,Google Reviews,Negativo,1.4,Atractivos,en,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-02,Booking.com,Positivo,3.5,Masificación,it,Amigos,2026,2,2026-02
Costa del Sol,Andalucía,2026-02-02,Airbnb,Positivo,4.7,Gastronomía,en,Pareja,2026,2,2026-02
Sevilla,Andalucía,2026-02-02,TripAdvisor,Neutro,3.4,Gastronomía,es,Familia,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-02,Airbnb,Negativo,1.0,Gastronomía,en,Familia,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-03,Google Reviews,Negativo,2.4,Precio,de,Familia,2026,2,2026-02
Costa Brava,Cataluña,2026-02-03,TripAdvisor,Negativo,1.7,Alojamiento,es,Amigos,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-04,Booking.com,Positivo,4.6,Masificación,en,Amigos,2026,2,2026-02
Extremadura,Extremadura,2026-02-04,Google Reviews,Negativo,2.5,Alojamiento,de,Solo,2026,2,2026-02
Ronda,Andalucía,2026-02-04,Google Reviews,Positivo,4.9,Limpieza,en,Pareja,2026,2,2026-02
Granada,Andalucía,2026-02-04,Google Reviews,Neutro,3.4,Limpieza,en,Pareja,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-04,Google Reviews,Positivo,4.0,Gastronomía,de,Familia,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-05,Booking.com,Negativo,1.2,Masificación,it,Solo,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-06,Google Reviews,Positivo,4.3,Masificación,en,Negocios,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-06,Airbnb,Negativo,2.4,Alojamiento,es,Amigos,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-06,Google Reviews,Positivo,4.8,Precio,it,Amigos,2026,2,2026-02
Costa Brava,Cataluña,2026-02-06,TripAdvisor,Positivo,4.1,Alojamiento,de,Pareja,2026,2,2026-02
Ronda,Andalucía,2026-02-07,Airbnb,Positivo,3.7,Precio,it,Amigos,2026,2,2026-02
Ronda,Andalucía,2026-02-08,Booking.com,Negativo,1.3,Alojamiento,en,Negocios,2026,2,2026-02
Barcelona,Cataluña,2026-02-08,Airbnb,Negativo,1.3,Transporte,es,Pareja,2026,2,2026-02
Sevilla,Andalucía,2026-02-10,Booking.com,Negativo,1.8,Limpieza,es,Pareja,2026,2,2026-02
Sevilla,Andalucía,2026-02-10,Airbnb,Negativo,2.0,Gastronomía,en,Pareja,2026,2,2026-02
Granada,Andalucía,2026-02-10,TripAdvisor,Negativo,1.5,Atractivos,es,Amigos,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-10,TripAdvisor,Negativo,1.4,Limpieza,en,Amigos,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-10,TripAdvisor,Positivo,4.4,Alojamiento,de,Amigos,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-11,TripAdvisor,Positivo,4.6,Masificación,es,Amigos,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-11,Airbnb,Negativo,2.2,Limpieza,es,Pareja,2026,2,2026-02
Madrid,Madrid,2026-02-12,Google Reviews,Negativo,2.1,Transporte,en,Amigos,2026,2,2026-02
Madrid,Madrid,2026-02-12,TripAdvisor,Neutro,3.1,Precio,es,Pareja,2026,2,2026-02
Costa Brava,Cataluña,2026-02-12,Booking.com,Positivo,4.8,Alojamiento,fr,Familia,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-12,Google Reviews,Neutro,3.5,Alojamiento,it,Amigos,2026,2,2026-02
Costa Brava,Cataluña,2026-02-14,Airbnb,Negativo,1.9,Gastronomía,es,Negocios,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-14,Google Reviews,Positivo,3.6,Limpieza,en,Amigos,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-14,Google Reviews,Negativo,2.0,Alojamiento,de,Pareja,2026,2,2026-02
Costa del Sol,Andalucía,2026-02-14,Booking.com,Negativo,2.0,Precio,es,Familia,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-14,Airbnb,Positivo,3.9,Atractivos,en,Solo,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-14,Booking.com,Positivo,4.9,Gastronomía,de,Negocios,2026,2,2026-02
Teruel,Aragón,2026-02-15,Google Reviews,Neutro,3.0,Limpieza,fr,Negocios,2026,2,2026-02
Picos de Europa,Asturias/Cantabria,2026-02-16,TripAdvisor,Neutro,2.7,Limpieza,fr,Pareja,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-17,Airbnb,Neutro,3.5,Gastronomía,fr,Amigos,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-17,Google Reviews,Negativo,1.2,Atractivos,es,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-17,Google Reviews,Negativo,2.2,Precio,es,Negocios,2026,2,2026-02
Costa del Sol,Andalucía,2026-02-18,Google Reviews,Positivo,4.3,Transporte,en,Pareja,2026,2,2026-02
Barcelona,Cataluña,2026-02-18,Airbnb,Negativo,1.2,Transporte,fr,Solo,2026,2,2026-02
San Sebastián,País Vasco,2026-02-19,TripAdvisor,Positivo,4.5,Atractivos,en,Solo,2026,2,2026-02
Teruel,Aragón,2026-02-19,Airbnb,Positivo,3.8,Alojamiento,de,Pareja,2026,2,2026-02
Teruel,Aragón,2026-02-19,TripAdvisor,Positivo,4.3,Masificación,de,Pareja,2026,2,2026-02
Costa del Sol,Andalucía,2026-02-20,Booking.com,Positivo,3.7,Masificación,es,Pareja,2026,2,2026-02
Teruel,Aragón,2026-02-20,Airbnb,Positivo,4.2,Alojamiento,es,Negocios,2026,2,2026-02
Tenerife,Islas Canarias,2026-02-20,TripAdvisor,Negativo,2.1,Atractivos,de,Familia,2026,2,2026-02
Extremadura,Extremadura,2026-02-21,Google Reviews,Negativo,1.9,Atractivos,en,Amigos,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-21,Google Reviews,Positivo,4.5,Masificación,en,Solo,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-21,Booking.com,Positivo,4.3,Alojamiento,fr,Pareja,2026,2,2026-02
Extremadura,Extremadura,2026-02-21,Booking.com,Positivo,4.7,Limpieza,en,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-21,TripAdvisor,Negativo,2.1,Alojamiento,it,Familia,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-22,Airbnb,Positivo,4.1,Precio,es,Pareja,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-22,Booking.com,Positivo,4.0,Limpieza,es,Solo,2026,2,2026-02
Extremadura,Extremadura,2026-02-22,TripAdvisor,Neutro,3.2,Atractivos,es,Familia,2026,2,2026-02
Teruel,Aragón,2026-02-23,TripAdvisor,Positivo,3.6,Alojamiento,en,Familia,2026,2,2026-02
Barcelona,Cataluña,2026-02-23,Airbnb,Positivo,4.6,Atractivos,en,Familia,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-24,TripAdvisor,Negativo,1.1,Masificación,de,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-24,Airbnb,Negativo,1.1,Transporte,es,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-24,Google Reviews,Neutro,3.2,Precio,de,Familia,2026,2,2026-02
San Sebastián,País Vasco,2026-02-25,Google Reviews,Positivo,4.0,Transporte,de,Pareja,2026,2,2026-02
Teruel,Aragón,2026-02-25,TripAdvisor,Negativo,2.4,Precio,es,Pareja,2026,2,2026-02
Mallorca,Islas Baleares,2026-02-25,Airbnb,Negativo,1.0,Masificación,fr,Negocios,2026,2,2026-02
Ronda,Andalucía,2026-02-25,Airbnb,Positivo,4.4,Gastronomía,en,Familia,2026,2,2026-02
Costa del Sol,Andalucía,2026-02-25,Airbnb,Negativo,1.8,Masificación,fr,Pareja,2026,2,2026-02
Sevilla,Andalucía,2026-02-26,Airbnb,Positivo,3.8,Masificación,it,Pareja,2026,2,2026-02
San Sebastián,País Vasco,2026-02-27,TripAdvisor,Neutro,3.2,Alojamiento,es,Pareja,2026,2,2026-02
Madrid,Madrid,2026-02-28,Airbnb,Negativo,1.4,Limpieza,en,Pareja,2026,2,2026-02
Teruel,Aragón,2026-02-28,Booking.com,Positivo,3.7,Precio,es,Negocios,2026,2,2026-02
Barcelona,Cataluña,2026-02-28,Airbnb,Negativo,1.1,Limpieza,en,Pareja,2026,2,2026-02
Valencia,Comunidad Valenciana,2026-02-28,Booking.com,Positivo,4.4,Gastronomía,es,Pareja,2026,2,2026-02
Ronda,Andalucía,2026-03-01,Airbnb,Positivo,4.9,Masificación,es,Pareja,2026,3,2026-03
Tenerife,Islas Canarias,2026-03-01,TripAdvisor,Positivo,4.7,Transporte,de,Amigos,2026,3,2026-03
Picos de Europa,Asturias/Cantabria,2026-03-02,Airbnb,Positivo,3.9,Transporte,es,Amigos,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-02,Google Reviews,Positivo,4.2,Masificación,en,Pareja,2026,3,2026-03
Costa Brava,Cataluña,2026-03-02,Google Reviews,Negativo,1.2,Alojamiento,es,Pareja,2026,3,2026-03
Costa del Sol,Andalucía,2026-03-03,Booking.com,Negativo,1.8,Alojamiento,en,Amigos,2026,3,2026-03
Barcelona,Cataluña,2026-03-03,Google Reviews,Negativo,1.4,Precio,de,Amigos,2026,3,2026-03
Teruel,Aragón,2026-03-03,TripAdvisor,Positivo,4.9,Limpieza,en,Pareja,2026,3,2026-03
Costa del Sol,Andalucía,2026-03-04,Booking.com,Positivo,5.0,Precio,it,Familia,2026,3,2026-03
San Sebastián,País Vasco,2026-03-04,Booking.com,Positivo,4.4,Atractivos,es,Amigos,2026,3,2026-03
San Sebastián,País Vasco,2026-03-05,Airbnb,Positivo,3.9,Gastronomía,en,Pareja,2026,3,2026-03
Picos de Europa,Asturias/Cantabria,2026-03-06,Booking.com,Positivo,4.2,Alojamiento,es,Negocios,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-06,Booking.com,Negativo,2.4,Alojamiento,de,Pareja,2026,3,2026-03
Teruel,Aragón,2026-03-06,Booking.com,Positivo,3.6,Gastronomía,fr,Amigos,2026,3,2026-03
Mallorca,Islas Baleares,2026-03-06,Airbnb,Negativo,1.6,Transporte,fr,Amigos,2026,3,2026-03
Granada,Andalucía,2026-03-06,Google Reviews,Neutro,2.9,Alojamiento,de,Familia,2026,3,2026-03
Madrid,Madrid,2026-03-07,Airbnb,Positivo,3.5,Gastronomía,es,Pareja,2026,3,2026-03
Picos de Europa,Asturias/Cantabria,2026-03-07,Google Reviews,Positivo,4.6,Atractivos,en,Negocios,2026,3,2026-03
Costa del Sol,Andalucía,2026-03-07,Airbnb,Negativo,2.0,Atractivos,de,Solo,2026,3,2026-03
Granada,Andalucía,2026-03-08,TripAdvisor,Positivo,4.4,Atractivos,de,Familia,2026,3,2026-03
Sevilla,Andalucía,2026-03-08,Google Reviews,Neutro,3.5,Atractivos,it,Amigos,2026,3,2026-03
Teruel,Aragón,2026-03-08,Google Reviews,Positivo,4.0,Precio,fr,Pareja,2026,3,2026-03
Teruel,Aragón,2026-03-08,Google Reviews,Positivo,4.4,Precio,es,Negocios,2026,3,2026-03
Mallorca,Islas Baleares,2026-03-08,Airbnb,Neutro,2.7,Precio,fr,Pareja,2026,3,2026-03
Costa del Sol,Andalucía,2026-03-08,Airbnb,Positivo,4.2,Atractivos,fr,Pareja,2026,3,2026-03
Madrid,Madrid,2026-03-09,Airbnb,Positivo,3.7,Alojamiento,es,Pareja,2026,3,2026-03
Extremadura,Extremadura,2026-03-09,Airbnb,Positivo,3.9,Transporte,en,Familia,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-09,Airbnb,Positivo,4.8,Gastronomía,en,Amigos,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-10,TripAdvisor,Negativo,1.6,Atractivos,es,Pareja,2026,3,2026-03
Picos de Europa,Asturias/Cantabria,2026-03-11,Airbnb,Positivo,3.5,Precio,es,Amigos,2026,3,2026-03
Sevilla,Andalucía,2026-03-11,Google Reviews,Neutro,2.8,Masificación,es,Familia,2026,3,2026-03
Sevilla,Andalucía,2026-03-12,TripAdvisor,Negativo,1.4,Precio,it,Familia,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-12,Booking.com,Positivo,4.4,Gastronomía,de,Familia,2026,3,2026-03
Tenerife,Islas Canarias,2026-03-13,Airbnb,Neutro,3.3,Precio,en,Amigos,2026,3,2026-03
Extremadura,Extremadura,2026-03-13,Booking.com,Positivo,4.3,Gastronomía,en,Familia,2026,3,2026-03
Ronda,Andalucía,2026-03-14,Booking.com,Neutro,2.6,Precio,de,Pareja,2026,3,2026-03
Teruel,Aragón,2026-03-15,Booking.com,Positivo,4.6,Gastronomía,en,Pareja,2026,3,2026-03
Mallorca,Islas Baleares,2026-03-15,TripAdvisor,Positivo,4.5,Limpieza,it,Familia,2026,3,2026-03
Teruel,Aragón,2026-03-16,Airbnb,Positivo,4.1,Transporte,de,Familia,2026,3,2026-03
Ronda,Andalucía,2026-03-16,Google Reviews,Neutro,3.3,Gastronomía,en,Pareja,2026,3,2026-03
San Sebastián,País Vasco,2026-03-17,Google Reviews,Positivo,4.6,Gastronomía,it,Amigos,2026,3,2026-03
Picos de Europa,Asturias/Cantabria,2026-03-18,Airbnb,Negativo,2.5,Limpieza,it,Amigos,2026,3,2026-03
Valencia,Comunidad Valenciana,2026-03-19,Booking.com,Positivo,3.7,Limpieza,en,Pareja,2026,3,2026-03
